,title,score,review_num,keyword,category,tokenized_keyword
657,밀레니얼-Z세대 트렌드 2022,10.0,3,"['코로나', '경제전망', '급부상', '네이티브', '마이크', '플랫폼']",경제/경영,"['경제', '폼', '마이크', '전망', '급부상', '네이티브', '플랫', '코로나']"
658,월급쟁이 부자의 머니 파이프라인(5가지 소득으로 총자산 100억을 만든),10.0,12,"['재테크', '주식', '부동산 투자', '직장인', '창업', '종잣돈']",경제/경영,"['부동산', '투자', '직장인', '창업', '주식', '재테크', '종잣돈']"
659,부의 대이동(교보 단독 20만 부 기념 리커버 에디션),9.4,2848,"['코로나', '부동산', '투자', '달러', '투자법', '주식 시장']",경제/경영,"['시장', '부동산', '투자', '법', '주식', '달러', '코로나']"
660,더 늦기 전에  당신이 자본주의를  제대로  알면 좋겠습니다,10.0,36,"['주식투자', '재테크', '주식', '종잣돈', '금융 자산', '목표']",경제/경영,"['금융', '목표', '투자', '주식', '자산', '재테크', '종잣돈']"
661,"메타버스, 이미 시작된 미래",9.5,25,"['투자자', '카카오', '가상', '토큰', '가상현실', '거래소']",경제/경영,"['가상', '카카오', '가상현실', '투자자', '토큰', '거래소']"
662,일의 격,9.7,148,"['리더십', '페이스북', '통찰', '구루', '영향력', '부사장']",경제/경영,"['부사장', '통찰', '구루', '페이스북', '리더십', '영향력']"
663,디지털 부업 50가지(프로부업러가 콕 짚어주는),9.3,27,"['커머스', '성공', '투자', '소자본', '코믹스', '실천']",경제/경영,"['커머스', '투자', '성공', '코믹스', '소자본', '실천']"
664,부의 시그널,9.6,51,"['혁신', '헤지 펀드', '증시', '디플레이션', '중국 경제', '세계 경제']",경제/경영,"['중국', '혁신', '헤지', '경제', '디플레이션', '세계', '증시', '펀드']"
665,미래의 부(양장본 HardCover),8.6,2299,"['코로나', '부자되는법', '주식 시장', '미국주식', '석유', '장기투자']",경제/경영,"['미국', '시장', '는', '투자', '법', '주식', '장기', '되', '석유', '부자', '코로나']"
666,위대한 기업에 투자하라(굿모닝북스 투자의 고전 1),9.6,221,"['투자자', '종목', '주식투자', '투자가이드', '주식 시장', '자산관리']",경제/경영,"['가이드', '시장', '자산관리', '투자', '주식', '투자자', '종목']"
667,하마터면 회계를 모르고 일할 뻔했다!,9.5,264,"['재무제표', '기업회계', '원리', '독해력', '그림', '재무분석']",경제/경영,"['회계', '재무', '재무제표', '독해력', '기업', '그림', '분석', '원리']"
668,모든 주식을 소유하라(양장본 HardCover),9.4,91,"['투자자', '재무 설계', '워런 버핏', '전문 서적', '배당금', '면도날']",경제/경영,"['버핏', '전문', '재무', '워런', '설계', '면도날', '투자자', '배당금', '서적']"
669,위드 코로나 2022년 경제전망,9.3,16,"['통화 정책', '회복', '환경변화', '원자재', '투자은행', '금리']",경제/경영,"['통화', '원자재', '환경', '투자', '정책', '변화', '금리', '은행', '회복']"
670,강방천의 관점(양장본 HardCover),9.6,174,"['주식투자', '펀드 투자', '통찰', '가치 투자', '해외 투자', '관점']",경제/경영,"['투자', '가치', '해외', '통찰', '관점', '주식', '펀드']"
671,가장 쉬운 독학 BITMAN(비트맨) 비트코인 투자 첫걸음,10.0,17,"['블록체인', '코인', '수익', '거래소', '발명품', '매니저']",경제/경영,"['블록체인', '코인', '매니저', '발명품', '거래소', '수익']"
672,한 권으로 끝내는 코인 투자의 정석,8.3,22,"['투자자', '비트코인', '주식 시장', '가상화폐', '거래소', '메타']",경제/경영,"['시장', '가상', '비트코인', '메타', '주식', '투자자', '화폐', '거래소']"
673,메타버스의 시대,10.0,15,"['커머스', '비즈니스', '아바타', '재택근무', '가상', '트렌드']",경제/경영,"['커머스', '가상', '아바타', '재택근무', '비즈니스', '트렌드']"
674,미국주식 무작정 따라하기,9.5,26,"['주식투자', '재테크', '초보 투자자', '애널리스트', '우량주', 'ETF']",경제/경영,"['초보', '투자', '주식', 'ETF', '투자자', '우량주', '재테크', '애널리스트']"
675,쇼킹부동산. 1: 아파트 교과서,9.2,3,"['투자자', '투자', '청약', '규제', '재개발', '대출']",경제/경영,"['투자', '재', '청약', '투자자', '개발', '대출', '규제']"
676,언스크립티드,8.8,1995,"['부자되는법', '추월', '기업가 정신', '창업', '속임수', '각본']",경제/경영,"['정신', '각본', '추월', '속임수', '는', '법', '창업', '되', '부자', '기업가']"
677,금융시장의 포식자들,9.8,235,"['재테크', '투자자', '기업', '주주', '프레임', '승계']",경제/경영,"['승계', '프레임', '투자자', '기업', '재테크', '주주']"
678,비트코인 이기는 투자를 하자,0.0,0,"['초보 투자자', '종목', '성장', '개인 투자자', '현금 흐름', '수양']",경제/경영,"['성장', '초보', '개인', '현금', '수양', '투자자', '흐름', '종목']"
679,"오케팅: 누구나 5% 부자가 되는 전략, 디지털 노마드를 위한 퍼스널브랜딩 마케팅 책",9.3,1542,"['부자되는법', '원룸', '성공', '상위', '리스크', '세입자']",경제/경영,"['리스크', '상위', '는', '법', '원룸', '되', '성공', '세입자', '부자']"
680,뉴미디어 트렌드 2022,10.0,16,"['커머스', '유튜브', '경제전망', '빅데이터', '재테크', '콘텐츠']",경제/경영,"['커머스', '경제', '전망', '유튜브', '빅', '콘텐츠', '재테크', '데이터']"
681,3000만 원으로 시작하는 아파트 투자 프로젝트,9.6,46,"['부동산 투자', '초보 투자자', '폭락', '집값', '아파트투자', '소액']",경제/경영,"['초보', '부동산', '투자', '투자자', '아파트', '소액', '폭락', '집값']"
682,부동산 투자의 정석(10년 후에도 변하지 않을),9.3,168,"['투자자', '투자전략', '주식투자', '재테크', '레버리지', '투자처']",경제/경영,"['투자', '투자처', '주식', '레버리지', '투자자', '전략', '재테크']"
683,아기곰의 재테크 불변의 법칙(refresh)(전면개정판),9.6,52,"['부동산', '투자자', '투자가이드', '산업 혁명', '자산관리', '주식 시장']",경제/경영,"['가이드', '혁명', '시장', '자산관리', '부동산', '투자', '주식', '투자자', '산업']"
684,부의 시작,9.8,17,"['주식투자', '재테크', '투자 전략', '업종', '종목', '전기차']",경제/경영,"['투자', '주식', '전략', '업종', '전기차', '재테크', '종목']"
685,한경무크 8대 증권사 추천 해외 명품 주식 50선,9.9,15,"['주식투자', '재테크', '투자자', '경제', '투자', '기업']",경제/경영,"['경제', '투자', '주식', '투자자', '기업', '재테크']"
686,2022 트렌드 노트,10.0,3,"['브랜드', '경제전망', '마케팅전략', '빅데이터', '재테크', '데이터']",경제/경영,"['경제', '브랜드', '전망', '마케팅', '전략', '빅', '재테크', '데이터']"
687,1억 이하 소액 아파트 투자의 법칙,0.0,0,"['투자자', '매매', '파이프라인', '집값', '학군', '압구정']",경제/경영,"['압구정', '학군', '매매', '투자자', '파이프라인', '집값']"
688,최고의 투자,10.0,1,"['투자자', '업종', '성장', '성공', '베어링', '니어']",경제/경영,"['성장', '니어', '투자자', '성공', '업종', '베어링']"
689,부자 아빠 가난한 아빠. 2(개정판),9.3,161,"['투자가', '투자가이드', '개인', '자산관리', '돈 관리', '사업가']",경제/경영,"['가이드', '돈', '자산관리', '투자', '개인', '관리', '투자가', '사업가']"
690,엘리어트 파동이론,8.9,58,"['주식투자', '투자자', '주식 시장', '파이낸셜', '폭락', '기술적분석']",경제/경영,"['기술', '시장', '투자', '주식', '투자자', '적', '분석', '폭락', '파이낸셜']"
691,2022 콘텐츠가 전부다,10.0,1,"['수익', '블록체인', '크리에이터', '팬덤', '글로벌', '이코노미']",경제/경영,"['블록체인', '이코노미', '글로벌', '팬덤', '크리에이터', '수익']"
692,메타버스 경영,10.0,10,"['인공지능', '중국', '투자 전략', '블록체인', '한국 기업', '미국']",경제/경영,"['블록체인', '중국', '미국', '한국', '투자', '인공지능', '전략', '기업']"
693,리더 디퍼런트,9.5,41,"['기업경영', '리더십', '조직문화', '기업 문화', '밀레 니얼 세대', '경영관리']",경제/경영,"['문화', '경영', '조직', '밀레', '관리', '세대', '기업', '리더십', '니얼']"
694,모바일 미래보고서 2022,9.2,23,"['커머스', '기술', '스트리밍', '글로벌 기업', '메타', '산업']",경제/경영,"['기술', '커머스', '메타', '글로벌', '산업', '기업', '스트리밍']"
695,네이버쇼핑 스마트스토어로 상위노출 하라,9.8,551,"['커머스', '로직', '순위', '셀러', '랭킹', '알고리즘']",경제/경영,"['랭킹', '커머스', '로직', '셀러', '알고리즘', '순위']"
696,진짜 부자들의 돈 쓰는 법,9.9,22,"['재테크', '스위치', '어린아이', '욕망', '인맥', '시계']",경제/경영,"['인맥', '시계', '욕망', '스위치', '어린아이', '재테크']"
697,경제학 오디세이(양장본 HardCover),9.4,9,"['경제학자', '행동경제학', '의사 결정', '신고전주의', '해리', '수학 교재']",경제/경영,"['교재', '경제학', '신고전주의', '행동', '경제학자', '수학', '의사', '결정', '해리']"
698,평생 부자로 사는 주식투자,9.5,72,"['주식투자', '성공', '수익', '초보 투자자', '코로나', '노하우']",경제/경영,"['초보', '투자', '주식', '투자자', '성공', '노하우', '코로나', '수익']"
699,서민갑부: 절대 망하지 않는 창업&영업 전략 공개,8.7,17,"['마케팅', '손글씨', '소자본', '골리앗', '경매', '뜨개']",경제/경영,"['손', '마케팅', '글씨', '경매', '골리앗', '뜨개', '소자본']"
700,작은 별이지만 빛나고 있어(10만 부 기념 한정판 에디션),9.6,333,"['인생', '한국에세이', '공감', '작가', '상처', '리틀']",시/에세이,"['한국', '상처', '인생', '공감', '에', '리틀', '세이', '작가']"
701,우리는 조구만 존재야 (New Year 에디션),9.6,59,"['한국에세이', '에세이', '그림에세이', '일상', '겨울', '공감']",시/에세이,"['한국', '에세이', '일상', '겨울', '공감', '에', '그림', '세이']"
702,햇빛은 찬란하고 인생은 귀하니까요: 밀라논나 이야기,9.7,201,"['정세랑', '내장 지방', '어른', '장기 기증', '생활 철학', '삼풍']",시/에세이,"['철학', '지방', '생활', '어른', '내장', '기증', '장기', '삼', '풍', '정세랑']"
703,오늘은 이만 좀 쉴게요(10만 부 기념 스페셜 에디션),9.3,136,"['위로', '인생', '사랑', '인간관계', '에세이', '자존감']",시/에세이,"['인간', '감', '위로', '인생', '에세이', '자존', '사랑', '관계']"
704,모든 사람에게 좋은 사람일 필요는 없어,8.8,776,"['위로', '연애', '인간관계', '에세이', '행복', '상처']",시/에세이,"['인간', '위로', '상처', '에세이', '행복', '연애', '관계']"
705,이제는 오해하면 그대로 둔다,10.0,18,"['위로', '한국에세이', '에세이', '관계', '인스타그램', '사랑']",시/에세이,"['인', '한국', '위로', '에세이', '스타', '사랑', '에', '그램', '관계', '세이']"
706,상대적이며 절대적인 지식의 백과사전(반양장),9.6,48,"['에세이', '미스터리', '상상력', '원천', '개미', '수수께끼']",시/에세이,"['수수께끼', '미스터리', '에세이', '개미', '상상력', '원천']"
707,"안녕, 소중한 사람",9.6,293,"['한국에세이', '작가', '사랑', '그때', '낮달', '삶의가치']",시/에세이,"['한국', '그때', '삶', '가치', '에', '낮달', '사랑', '세이', '의', '작가']"
708,우리의 인생이 겨울을 지날 때,10.0,6,"['윈터', '지혜', '월스트리트 저널', '가디언', '책방', '등교 거부']",시/에세이,"['책방', '월스트리트', '등교', '가디언', '거부', '윈터', '저널', '지혜']"
709,꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),9.3,8976,"['방탄소년단', '풀꽃', '한국현대시', '예쁘다', '보컬', '애송시']",시/에세이,"['한국', '다', '보컬', '애송시', '풀꽃', '현대시', '방탄소년단', '예쁘']"
710,사랑한다고 말할 용기,10.0,1,"['에세이', '에디터', '완벽 주의자', '언니', '회복 탄력', '잡지']",시/에세이,"['주의자', '완벽', '에디터', '에세이', '언니', '잡지', '회복', '탄력']"
711,이 미로의 끝은 행복일 거야,9.9,25,"['인생', '한국에세이', '에세이', '무기력', '모험', '자책']",시/에세이,"['한국', '인생', '에세이', '자책', '에', '모험', '세이', '무', '기력']"
712,우리는 약속도 없이 사랑을 하고(양장본 HardCover),10.0,26,"['인생', '에세이', '시인', '할머니', '감성에세이', '슬픔']",시/에세이,"['인생', '시인', '에세이', '슬픔', '에', '할머니', '감성', '세이']"
713,"곰돌이 푸, 행복한 일은 매일 있어",9.0,15522,"['위로', '그림에세이', '공감', '사랑', '월트 디즈니', '미소']",시/에세이,"['위로', '사랑', '공감', '미소', '에', '디즈니', '그림', '세이', '월트']"
714,미워하는 미워하는 미워하는 마음 없이,10.0,17,"['작가', '여행 에세이', '책 사랑', '천국', '아이콘', '새벽']",시/에세이,"['에세이', '천국', '책', '여행', '아이콘', '사랑', '작가', '새벽']"
715,지쳤거나 좋아하는 게 없거나(리커버 에디션),9.8,75,"['연애', '무기력', '불안', '자책', '용기', '베스트셀러']",시/에세이,"['불안', '베스트셀러', '연애', '용기', '기력', '무', '자책']"
716,모든 날에 모든 순간에 위로를 보낸다,9.2,322,"['한국에세이', '마음', '상처', '안도', '온기', '불안']",시/에세이,"['안', '상처', '한국', '온기', '불안', '마음', '에', '세이', '도']"
717,어쩌면 동화는 어른을 위한 것,10.0,134,"['위로', '응원', '시간', '다정', '명언', '치유에세이']",시/에세이,"['명언', '위로', '응원', '치유', '에', '시간', '세이', '다정']"
718,인생은 실전이다,9.0,148,"['한국에세이', '에세이', '유튜브', '재테크', '니체', '고민']",시/에세이,"['한국', '에세이', '니체', '유튜브', '에', '고민', '재테크', '세이']"
719,당신을 위한 것이나  당신의 것은 아닌,10.0,4,"['한국에세이', '무직', '산책', '소설가 구보', '산책자', '비엔날레']",시/에세이,"['한국', '구보', '산책자', '비엔날레', '무직', '에', '소설가', '세이', '산책']"
720,땅콩일기,10.0,6,"['작가', '그림 에세이', '슬픔', '마음', '인스타그램', '일상']",시/에세이,"['인', '에세이', '스타', '슬픔', '일상', '마음', '그램', '그림', '작가']"
721,어린이라는 세계,9.7,336,"['한국에세이', '교실', '양육', '어른', '역할', '모두']",시/에세이,"['어른', '한국', '모두', '에', '교실', '역할', '세이', '양육']"
722,마음이 흐르는 대로(양장본 HardCover),9.8,81,"['한국에세이', '의사', '교훈', '용기', '자신', '어지럼증']",시/에세이,"['어지럼증', '한국', '세이', '에', '용기', '교훈', '자신', '의사']"
723,오늘만큼은 내 편이 되어주기로 했다,9.5,37,"['한국에세이', '에세이', '일상', '행복', '라테', '관계맺기']",시/에세이,"['라테', '한국', '에세이', '일상', '행복', '맺', '에', '기', '관계', '세이']"
724,오리 집에 왜 왔니,10.0,1,"['그림 에세이', '반려 동물', '아기 오리', '찹쌀떡', '사고뭉치', '위트']",시/에세이,"['동물', '에세이', '아기', '사고뭉치', '오리', '위트', '반려', '그림', '찹쌀떡']"
725,모든 것은 기본에서 시작한다,9.5,28,"['한국에세이', '철학', '축구 선수', '손흥민', '신념', '담금질']",시/에세이,"['철학', '신념', '손흥민', '한국', '에', '축구', '선수', '담금질', '세이']"
726,가장 예쁜 생각을 너에게 주고 싶다,9.4,260,"['사랑', '로맨스', '삶', '시인', '한국현대시', '은호']",시/에세이,"['한국', '삶', '시인', '은호', '현대시', '사랑', '로맨스']"
727,만남은 지겹고 이별은 지쳤다,9.2,261,"['사랑', '한국에세이', '상처', '관계', '변명', '산문']",시/에세이,"['변명', '상처', '한국', '에', '산문', '사랑', '관계', '세이']"
728,마음의 결,9.2,317,"['위로', '사랑', '인간관계', '감정', '자존감', '고민']",시/에세이,"['인간', '감', '위로', '감정', '자존', '고민', '사랑', '관계']"
729,괜찮지 않은데 괜찮은 척했다,8.6,468,"['한국에세이', '인간관계', '행복', '마음', '응원', '자수성가']",시/에세이,"['자수성가', '인간', '한국', '행복', '응원', '마음', '에', '관계', '세이']"
730,고르고 고른 말,10.0,1,"['에세이', '시인', '불안', '홍인', '루나', '언어 생활']",시/에세이,"['언어', '생활', '에세이', '시인', '불안', '루나', '홍인']"
731,나는 나로 살기로 했다,9.1,18109,"['위로', '자존감', '불안', '어른 아이', '밥벌이', '변명']",시/에세이,"['밥벌이', '변명', '어른', '위로', '불안', '자존', '아이', '감']"
732,잘했고 잘하고 있고 잘 될 것이다,9.7,443,"['작가', '에세이', '응원', '상처', '사랑', '서로']",시/에세이,"['서로', '상처', '에세이', '응원', '사랑', '작가']"
733,다정소감(양장본 HardCover),10.0,28,"['한국에세이', '용기', '축구', '제철 음식', '친구', '존재']",시/에세이,"['친구', '한국', '세이', '에', '축구', '존재', '용기', '음식', '제철']"
734,일기,10.0,30,"['한국에세이', '소설', '코로나', '팬덤', '조카', '문장']",시/에세이,"['소설', '한국', '문장', '에', '팬덤', '코로나', '세이', '조카']"
735,누구도 벼랑 끝에  서지 않도록,9.9,16,"['신부', '청년', '어른', '선의', '김치찌개', '마음']",시/에세이,"['어른', '마음', '김치찌개', '신부', '청년', '선의']"
736,언어의 온도(170만부 기념 에디션),8.8,19557,"['위로', '유래', '어원', '버릇', '지하철', '버스']",시/에세이,"['위로', '지하철', '어원', '버릇', '버스', '유래']"
737,있는 그대로 살아도 괜찮아,8.9,40,"['위로', '연애', '행복', '상처', '대화법', '활자']",시/에세이,"['상처', '위로', '행복', '대화법', '활자', '연애']"
738,빅터 프랭클의 죽음의 수용소에서(양장본 HardCover),9.8,160,"['심리학', '로고', '나치', '자서전', '강제 수용소', '기법']",시/에세이,"['나치', '심리학', '강제', '수용소', '기법', '자서전', '로고']"
739,너의 말이 좋아서 밑줄을 그었다,8.9,25,"['한국에세이', '마음', '세계 언어', '시인', '정말', '밀어']",시/에세이,"['언어', '한국', '밀', '시인', '어', '정말', '마음', '에', '세계', '세이']"
740,삶의 모든 색(인생 그림책 14)(양장본 HardCover),10.0,5,"['위로', '인생', '사랑', '그림 에세이', '노년', '가족']",시/에세이,"['가족', '위로', '인생', '에세이', '그림', '사랑', '노년']"
741,마음의 주인,9.5,72,"['한국에세이', '일상', '위로', '밀리언셀러', '퇴근길', '공기 놀이']",시/에세이,"['공기', '위로', '한국', '일상', '놀이', '밀리언셀러', '에', '퇴근길', '세이']"
742,그러라 그래(양장본 HardCover),9.4,2199,"['인생', '에세이', '삶', '아이유', '김나영', '여성 시대']",시/에세이,"['인생', '삶', '에세이', '여성', '김나영', '시대', '아이유']"
743,관계를 정리하는 중입니다,9.5,162,"['인간관계', '사이다', '에디션', '루나', '싸가지', '얼간이']",시/에세이,"['인간', '싸가지', '얼간이', '사이다', '에디션', '루나', '관계']"
744,마음챙김의 시,8.9,7019,"['시집', '감정', '시인', '노벨문학상', '문학상', '하룬']",시/에세이,"['시인', '하룬', '감정', '노벨', '시집', '문학상']"
745,나는 당신이 행복했으면 좋겠습니다,10.0,1,"['위로', '응원', '조언', '사랑 사랑', '코치', '먹구름']",시/에세이,"['위로', '조언', '응원', '코치', '먹구름', '사랑']"
746,지쳤거나 좋아하는 게 없거나,8.5,10505,"['연애', '자존감', '무기력', '불안', '감정', '행복']",시/에세이,"['행복', '감정', '불안', '자존', '연애', '감', '무', '기력']"
747,걷는 독서(양장본 HardCover),9.8,144,"['시인', '지혜', '눈길', '성찰', '묵독', '사유']",시/에세이,"['사유', '시인', '묵독', '눈길', '지혜', '성찰']"
748,참 애썼다 그것으로 되었다(10만부 판매 기념 한정판),9.4,259,"['위로', '사랑', '상처', '공감', '불안', '에디션']",시/에세이,"['상처', '위로', '공감', '불안', '에디션', '사랑']"
749,조구만 일력(2022)(스프링),10.0,3,"['그림', '우울', '감정', '매달', '포토', '메시지']",시/에세이,"['매달', '감정', '포토', '메시지', '그림', '우울']"
750,좋은 사람에게만 좋은 사람이면 돼,9.5,499,"['한국에세이', '인간관계', '관계', '처방전', '타인', '홈런']",시/에세이,"['인간', '한국', '처방전', '타인', '에', '홈런', '관계', '세이']"
751,운명은 아직 결정되지 않았다(양장본 HardCover),10.0,18,"['위로', '성공', '사주', '인생', '대운', '사주팔자']",시/에세이,"['대운', '위로', '인생', '사주', '성공', '사주팔자']"
752,바다는 잘 있습니다(문학과지성 시인선 503),9.4,415,"['시집', '한국시', '현대시', '혼잣말', '내시경', '담장']",시/에세이,"['한국', '시집', '시', '현대시', '혼잣말', '담장', '내시경']"
753,운다고 달라지는 일은 아무것도 없겠지만,9.1,1903,"['시인', '위로', '무심', '기드온', '쑥국', '고아']",시/에세이,"['위로', '무심', '시인', '고아', '쑥국', '기드온']"
754,오늘은 더 좋은 날이 될 거예요(스프링),10.0,7,"['행복', '일러스트', '위로', '사랑', '작가', '케이스']",시/에세이,"['케이스', '위로', '일러스트', '행복', '사랑', '작가']"
755,우리가 서로에게 선물이 된다면,9.8,40,"['이혼', '희망', '퍼스트레이디', '감동', '메릴랜드', '래리']",시/에세이,"['래리', '감동', '희망', '메릴랜드', '퍼스트레이디', '이혼']"
756,내가 죽으면 장례식에 누가 와줄까(너나들이 리커버 에디션),9.4,415,"['위로', '한국에세이', '인간관계', '관계', '행복', '삶의지혜']",시/에세이,"['인간', '한국', '위로', '삶', '행복', '에', '지혜', '관계', '세이', '의']"
757,취향의 기쁨,9.3,28,"['한국에세이', '응원', '습관', '단발머리', '대교', '정의']",시/에세이,"['한국', '습관', '단발머리', '정의', '응원', '에', '대교', '세이']"
758,가만히 있어도 괜찮다 말해주길(투게더 에디션),9.0,59,"['한국에세이', '마음', '상처', '위로', '처방전', '초조']",시/에세이,"['상처', '한국', '위로', '처방전', '마음', '에', '초조', '세이']"
759,참 소중한 너라서(있는 그대로),9.1,728,"['위로', '사랑', '연애', '인간관계', '감성에세이', '작가']",시/에세이,"['인간', '위로', '에', '감성', '연애', '사랑', '관계', '세이', '작가']"
760,나쁜 기억 지우개,10.0,13,"['위로', '한국에세이', '유의어', '힌트', '감동', '오늘']",시/에세이,"['유의어', '한국', '위로', '감동', '에', '오늘', '힌트', '세이']"
761,모래알만 한 진실이라도(양장본 HardCover),9.2,5098,"['인생', '한국에세이', '에세이', '일상', '작가', '산문']",시/에세이,"['한국', '인생', '에세이', '일상', '에', '산문', '세이', '작가']"
762,너에게 주고픈 아름다운 시(양장본 HardCover),9.8,20,"['나태주', '봄눈', '현대시', '정호승', '김수영', '윤동주']",시/에세이,"['봄눈', '나태주', '현대시', '윤동주', '정호승', '김수영']"
763,명랑한 은둔자,9.7,196,"['에세이', '관계', '우정', '미스터리', '알코올 중독', '자유']",시/에세이,"['자유', '알코올', '미스터리', '에세이', '우정', '중독', '관계']"
764,멋쟁이 희극인,9.3,13,"['한국에세이', '트위터', '아이디어', '강연', '메모', '물성']",시/에세이,"['한국', '강연', '에', '아이디어', '트위터', '세이', '메모', '물성']"
765,애정하는 사람,10.0,2,"['사랑', '에세이', '행복', '가수', '슈퍼스타', '연예인']",시/에세이,"['에세이', '행복', '슈퍼스타', '연예인', '사랑', '가수']"
766,가난해지지 않는 마음,9.5,14,"['한국에세이', '다솔', '요조', '풍자', '빙수', '도시']",시/에세이,"['다솔', '한국', '빙수', '요조', '에', '풍자', '도시', '세이']"
767,지구인만큼 지구를 사랑할 순 없어,9.7,544,"['작가', '여행 에세이', '순정', '비밀 기지', '방패', '예림']",시/에세이,"['비밀', '에세이', '순정', '여행', '기지', '예림', '방패', '작가']"
768,삶으로 다시 떠오르기,9.8,201,"['일본어', '명상에세이', '에고', '류시화', '행성', '영적']",시/에세이,"['행성', '영적', '에', '에고', '일본어', '세이', '류시화', '명상']"
769,"유일한, 평범(KI신서 9958)",10.0,18,"['응원', '유튜브', '아나운서', '프리랜서', '난임', '방송인']",시/에세이,"['방송인', '아나운서', '난임', '응원', '유튜브', '프리랜서']"
770,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라(감성치유 라이팅북),9.4,876,"['한국시', '이성복', '니체', '현대시', '이병률', '필사']",시/에세이,"['필사', '이성복', '한국', '이병률', '니체', '시', '현대시']"
771,100 인생 그림책(Dear 그림책)(양장본 HardCover),9.8,112,"['그림 에세이', '진짜 모습', '독일에세이', '책장', '나이', '순간']",시/에세이,"['모습', '에세이', '독일', '진짜', '책장', '나이', '에', '순간', '그림', '세이']"
772,나는 나에게 좋은 사람이고 싶어,10.0,24,"['한국에세이', '에세이', '청춘', '행복', '라비', '브런치']",시/에세이,"['청춘', '한국', '에세이', '행복', '브런치', '라비', '에', '세이']"
773,너에게만 좋은 사람이 되고 싶어(리커버 한정판),9.2,378,"['위로', '감성에세이', '인스타그램', '사랑', '아포리즘', '다다']",시/에세이,"['인', '아포리즘', '위로', '스타', '사랑', '다다', '에', '감성', '그램', '세이']"
774,시와 산책(말들의 흐름 4)(반양장),9.7,109,"['한국에세이', '시인', '작가', '에밀리 디킨슨', '서로', '산문집']",시/에세이,"['서로', '에밀리', '한국', '집', '시인', '디킨슨', '에', '산문', '세이', '작가']"
775,나라는 식물을 키워보기로 했다,9.8,73,"['한국에세이', '그림 에세이', '성장', '일상', '단어장', '셀프']",시/에세이,"['성장', '한국', '에세이', '일상', '에', '셀프', '그림', '단어장', '세이']"
776,사랑의 온도,9.7,136,"['연애', '연애소설', '이별', '위로', '에세', '자존']",시/에세이,"['소설', '위로', '자존', '이별', '연애', '에세']"
777,당신의 이름을 지어다가 며칠은 먹었다(문학동네시인선 32),9.3,406,"['시집', '한국시', '현대시', '허수경', '실천 문학', '서정시']",시/에세이,"['서정시', '한국', '허수경', '시집', '시', '현대시', '문학', '실천']"
778,여행의 이유,9.3,8781,"['한국에세이', '상처', '중국', '글쓰기', '추방', '여행자']",시/에세이,"['중국', '추방', '상처', '한국', '여행자', '글쓰기', '에', '세이']"
779,사라지고 있지만 사랑하고 있습니다,10.0,14,"['한국에세이', '감정', '화수분', '남궁', '치매 노인', '치매']",시/에세이,"['노인', '한국', '감정', '치매', '에', '화수분', '남궁', '세이']"
780,사랑이 밥 먹여준다,10.0,2,"['사랑', '한국에세이', '상처', '신부', '코로나', '노숙인']",시/에세이,"['상처', '한국', '에', '신부', '사랑', '노숙인', '코로나', '세이']"
781,소년과 두더지와 여우와 말(양장본 HardCover),9.8,68,"['그림에세이', '그림', '그래픽 노블', '성찰', '톤즈', '영미에세이']",시/에세이,"['그래픽', '톤즈', '영미', '에세이', '에', '성찰', '그림', '세이', '노블']"
782,세상에 나 혼자라고 느껴질 때,10.0,15,"['코로나', '위로', '행복', '외로움', '루틴', '일본에세이']",시/에세이,"['위로', '행복', '일본', '루틴', '에', '코로나', '세이', '외로움']"
783,하프 브로크,9.2,3,"['상처', '내면', '목장', '문제 행동', '동물', '재소자']",시/에세이,"['동물', '상처', '문제', '내면', '행동', '재소자', '목장']"
784,죽고 싶지만 떡볶이는 먹고 싶어,8.6,17315,"['우울', '심리치료', '우울증', '마음 한구석', '별일', '상담 치료']",시/에세이,"['우울증', '치료', '한구석', '심리치료', '마음', '상담', '별일', '우울']"
785,월든(완결판)(개정판 3판),9.4,330,"['세계고전문학', '삶', '법정 스님', '예비 교사', '호숫가', '미국고전']",시/에세이,"['미국', '고전', '삶', '예비', '문학', '호숫가', '세계', '교사', '법정', '스님']"
786,달리기를 말할 때 내가 하고 싶은 이야기(양장본 HardCover),9.7,203,"['회고록', '자전적에세이', '마라톤', '소설가', '풀코스', '지구력']",시/에세이,"['지구력', '마라톤', '에세이', '풀코스', '회고록', '자전', '적', '소설가']"
787,지금 알고 있는 걸 그때도 알았더라면,9.4,276,"['시집', '시인', '기도문', '고백록', '산상 수훈', '잠언']",시/에세이,"['수훈', '시인', '기도문', '시집', '산상', '잠언', '고백록']"
788,쉬운 천국,9.7,48,"['한국에세이', '여행에세이', '베를린', '그래머', '비엔나', '런던']",시/에세이,"['한국', '여행', '그래머', '에', '베를린', '비엔나', '런던', '세이']"
789,모국어는 차라리 침묵(양장본 HardCover),10.0,1,"['한국에세이', '에세이', '정원', '관객', '공연 예술', '비평']",시/에세이,"['관객', '한국', '에세이', '공연', '에', '예술', '비평', '정원', '세이']"
790,창작과 농담,10.0,2,"['레즈비언', '소윤', '밴드', '유부녀', '흠모', '영화 감독']",시/에세이,"['흠모', '영화', '밴드', '소윤', '감독', '유부녀', '레즈비언']"
